Species	RefSeq ID	Name
Staphylococcus aureus	GCF_034427895.2	BSN40_Closure
Pseudomonas aeruginosa	GCF_007559105.1	ASM755910v1
Salmonella enterica	GCF_023330885.1	ASM2333088v1
Salmonella enterica	GCF_001576275.1	ASM157627v1
Enterococcus faecalis	GCF_023375525.1	ASM2337552v1
Escherichia coli	GCF_019969565.1	ASM1996956v1
Escherichia coli	GCF_028551195.1	ASM2855119v1
Escherichia coli	GCF_025643135.1	ASM2564313v1
Escherichia coli	GCF_033402235.1	ASM3340223v1
Salmonella enterica	GCF_030122235.1	ASM3012223v1
Escherichia coli	GCF_002077195.1	ASM207719v1
Salmonella enterica	GCF_022670715.1	ASM2267071v1
Pseudomonas aeruginosa	GCF_038431885.1	ASM3843188v1
Salmonella enterica	GCF_039778245.1	ASM3977824v1
Pseudomonas aeruginosa	GCF_017378475.1	ASM1737847v1
Listeria monocytogenes	GCF_018336795.1	ASM1833679v1
Bacillus subtilis	GCF_014961985.1	ASM1496198v1
Enterococcus faecalis	GCF_022212985.1	ASM2221298v1
Pseudomonas aeruginosa	GCF_900618255.1	paerg002
Escherichia coli	GCF_003018095.1	ASM301809v1
Staphylococcus aureus	GCF_020097755.1	ASM2009775v1
Escherichia coli	GCF_020883235.1	ASM2088323v1
Escherichia coli	GCF_019971055.1	ASM1997105v1
Staphylococcus aureus	GCF_006364775.1	ASM636477v1
Escherichia coli	GCF_030708175.1	ASM3070817v1
Bacillus subtilis	GCF_038442665.1	YB-187_genome
Bacillus subtilis	GCF_037414465.1	ASM3741446v1
Escherichia coli	GCF_033802625.1	ASM3380262v1
Salmonella enterica	GCF_031174645.1	ASM3117464v1
Escherichia coli	GCF_021398465.1	ASM2139846v1
Escherichia coli	GCF_003176855.1	ASM317685v1
Escherichia coli	GCF_028623065.1	ASM2862306v1
Pseudomonas aeruginosa	GCF_032463705.1	ASM3246370v1
Staphylococcus aureus	GCF_003288395.1	ASM328839v1
Escherichia coli	GCF_002953035.1	ASM295303v1
Escherichia coli	GCF_000013305.1	ASM1330v1
Escherichia coli	GCF_011404215.1	ASM1140421v1
Pseudomonas aeruginosa	GCF_038431895.1	ASM3843189v1
Escherichia coli	GCF_008632575.1	ASM863257v1
Escherichia coli	GCF_900636295.1	40295_G02
Escherichia coli	GCF_030863965.1	ASM3086396v1
Salmonella enterica	GCF_024442275.1	ASM2444227v1
Salmonella enterica	GCF_030980035.1	ASM3098003v1
Listeria monocytogenes	GCF_037064455.1	ASM3706445v1
Escherichia coli	GCF_017654165.1	ASM1765416v1
Listeria monocytogenes	GCF_013137935.1	ASM1313793v1
Staphylococcus aureus	GCF_003203675.1	ASM320367v1
Escherichia coli	GCF_905330545.2	AI2890v1_cpp
Escherichia coli	GCF_026210495.1	ASM2621049v1
Listeria monocytogenes	GCF_040144805.1	ASM4014480v1
Pseudomonas aeruginosa	GCF_033807835.1	ASM3380783v1
Escherichia coli	GCF_026968085.1	ASM2696808v1
Staphylococcus aureus	GCF_006364675.1	ASM636467v1
Salmonella enterica	GCF_001690005.1	ASM169000v1
Staphylococcus aureus	GCF_015219885.1	ASM1521988v1
Escherichia coli	GCF_003586065.1	EcRM9872
Listeria monocytogenes	GCF_000258905.1	ASM25890v1
Salmonella enterica	GCF_940596495.1	BRD948_LAT2
Salmonella enterica	GCF_020736305.1	ASM2073630v1
Escherichia coli	GCF_005886035.1	ASM588603v1
Enterococcus faecalis	GCF_030020745.1	ASM3002074v1
Escherichia coli	GCF_009671125.1	ASM967112v1
Escherichia coli	GCF_038096085.1	ASM3809608v1
Salmonella enterica	GCF_004919425.1	ASM491942v1
Escherichia coli	GCF_038396495.1	ASM3839649v1
Staphylococcus aureus	GCF_003073415.1	ASM307341v1
Pseudomonas aeruginosa	GCF_029961585.1	ASM2996158v1
Escherichia coli	GCF_009664305.1	ASM966430v1
Bacillus subtilis	GCF_028541425.1	ASM2854142v1
Salmonella enterica	GCF_000626375.1	ASM62637v1
Escherichia coli	GCF_949786315.1	EC0026B_R3
Salmonella enterica	GCF_014805785.2	ASM1480578v2
Salmonella enterica	GCF_037832775.1	ASM3783277v1
Bacillus subtilis	GCF_030438175.1	ASM3043817v1
Escherichia coli	GCF_005221845.1	ASM522184v1
Salmonella enterica	GCF_020715325.1	ASM2071532v1
Bacillus subtilis	GCF_009913515.1	ASM991351v1
Staphylococcus aureus	GCF_030533855.1	ASM3053385v1
Limosilactobacillus fermentum	GCF_028743095.1	ASM2874309v1
Escherichia coli	GCF_037113475.1	ASM3711347v1
Escherichia coli	GCF_014656625.1	ASM1465662v1
Salmonella enterica	GCF_001692555.1	ASM169255v1
Staphylococcus aureus	GCF_001956815.1	ASM195681v1
Staphylococcus aureus	GCF_024741415.1	ASM2474141v1
Escherichia coli	GCF_020149685.1	ASM2014968v1
Staphylococcus aureus	GCF_030758875.1	ASM3075887v1
Bacillus subtilis	GCF_001015095.1	ASM101509v1
Pseudomonas aeruginosa	GCF_016925455.1	ASM1692545v1
Salmonella enterica	GCF_013415925.1	ASM1341592v1
Escherichia coli	GCF_029854615.1	ASM2985461v1
Pseudomonas aeruginosa	GCF_030121895.1	ASM3012189v1
Escherichia coli	GCF_008124005.1	ASM812400v1
Staphylococcus aureus	GCF_022405735.1	ASM2240573v1
Staphylococcus aureus	GCF_002850395.1	ASM285039v1
Listeria monocytogenes	GCF_004768685.1	ASM476868v1
Staphylococcus aureus	GCF_029094305.1	ASM2909430v1
Pseudomonas aeruginosa	GCF_039702325.1	ASM3970232v1
Bacillus subtilis	GCF_001890405.1	ASM189040v1
Staphylococcus aureus	GCF_040361455.1	ASM4036145v1
Enterococcus faecalis	GCF_022212885.1	ASM2221288v1
Escherichia coli	GCF_021166435.1	ASM2116643v1
Salmonella enterica	GCF_016452125.1	ASM1645212v1
Staphylococcus aureus	GCF_000011525.1	ASM1152v1
Escherichia coli	GCF_004801575.1	ASM480157v1
Listeria monocytogenes	GCF_009648655.1	ASM964865v1
Pseudomonas aeruginosa	GCF_003991465.1	ASM399146v1
Escherichia coli	GCF_013201235.1	ASM1320123v1
Escherichia coli	GCF_023658425.1	ASM2365842v1
Staphylococcus aureus	GCF_040363465.1	ASM4036346v1
Listeria monocytogenes	GCF_003030405.1	ASM303040v1
Salmonella enterica	GCF_020715445.1	ASM2071544v1
Escherichia coli	GCF_016904615.1	ASM1690461v1
Enterococcus faecalis	GCF_030020725.1	ASM3002072v1
Bacillus subtilis	GCF_012030675.1	ASM1203067v1
Escherichia coli	GCF_003812625.1	ASM381262v1
Salmonella enterica	GCF_004768605.1	ASM476860v1
Escherichia coli	GCF_014169475.1	ASM1416947v1
Pseudomonas aeruginosa	GCF_040084805.1	ASM4008480v1
Listeria monocytogenes	GCF_001027125.1	ASM102712v1
Escherichia coli	GCF_905330895.2	AI2951v1_cpp
Bacillus subtilis	GCF_024752515.1	ASM2475251v1
Pseudomonas aeruginosa	GCF_003812165.1	ASM381216v1
Escherichia coli	GCF_000183345.1	ASM18334v1
Pseudomonas aeruginosa	GCF_021513675.1	ASM2151367v1
Staphylococcus aureus	GCF_007185035.1	ASM718503v1
Salmonella enterica	GCF_028747825.1	ASM2874782v1
Staphylococcus aureus	GCF_022405595.1	ASM2240559v1
Staphylococcus aureus	GCF_022405055.1	ASM2240505v1
Staphylococcus aureus	GCF_019334585.1	ASM1933458v1
Salmonella enterica	GCF_001690035.1	ASM169003v1
Enterococcus faecalis	GCF_016812095.1	ASM1681209v1
Salmonella enterica	GCF_000486345.2	ASM48634v2
Staphylococcus aureus	GCF_013836525.1	ASM1383652v1
Escherichia coli	GCF_013372385.1	ASM1337238v1
Listeria monocytogenes	GCF_001913195.1	ASM191319v1
Staphylococcus aureus	GCF_001018835.2	ASM101883v2
Salmonella enterica	GCF_037888875.1	ASM3788887v1
Salmonella enterica	GCF_028892955.1	ASM2889295v1
Enterococcus faecalis	GCF_022212925.1	ASM2221292v1
Pseudomonas aeruginosa	GCF_037287535.1	ASM3728753v1
Escherichia coli	GCF_005221545.1	ASM522154v1
Salmonella enterica	GCF_001305835.1	ASM130583v1
Enterococcus faecalis	GCF_025958885.1	ASM2595888v1
Escherichia coli	GCF_036419615.1	ASM3641961v1
Bacillus subtilis	GCF_030169085.1	ASM3016908v1
Pseudomonas aeruginosa	GCF_007559125.1	ASM755912v1
Escherichia coli	GCF_018075305.1	ASM1807530v1
Escherichia coli	GCF_008124185.1	ASM812418v1
Salmonella enterica	GCF_000940935.2	ASM94093v2
Staphylococcus aureus	GCF_038096205.1	BSN47
Staphylococcus aureus	GCF_022404635.1	ASM2240463v1
Salmonella enterica	GCF_003691385.1	ASM369138v1
Pseudomonas aeruginosa	GCF_031220265.1	ASM3122026v1
Escherichia coli	GCF_032359195.1	ASM3235919v1
Escherichia coli	GCF_014295235.1	ASM1429523v1
Staphylococcus aureus	GCF_005890015.1	ASM589001v1
Staphylococcus aureus	GCF_020388335.1	ASM2038833v1
Escherichia coli	GCF_013167055.1	ASM1316705v1
Staphylococcus aureus	GCF_039621985.1	ASM3962198v1
Escherichia coli	GCF_014295295.1	ASM1429529v1
Escherichia coli	GCF_003966465.1	ASM396646v1
Escherichia coli	GCF_022654245.1	ASM2265424v1
Escherichia coli	GCF_024496025.1	ASM2449602v1
Escherichia coli	GCF_024662255.1	ASM2466225v1
Escherichia coli	GCF_009905355.1	ASM990535v1
Staphylococcus aureus	GCF_030262455.2	SA-684_Closure
Pseudomonas aeruginosa	GCF_029961545.1	ASM2996154v1
Staphylococcus aureus	GCF_024741515.1	ASM2474151v1
Staphylococcus aureus	GCF_002025145.1	ASM202514v1
Salmonella enterica	GCF_005885875.1	ASM588587v1
Pseudomonas aeruginosa	GCF_902703185.1	PcyII-29
Salmonella enterica	GCF_028893315.1	ASM2889331v1
Staphylococcus aureus	GCF_000027045.1	ASM2704v1
Escherichia coli	GCF_035973695.1	ASM3597369v1
Staphylococcus aureus	GCF_029625375.1	ASM2962537v1
Staphylococcus aureus	GCF_009912875.1	ASM991287v1
Salmonella enterica	GCF_012050745.1	ASM1205074v1
Bacillus subtilis	GCF_025161015.1	ASM2516101v1
Escherichia coli	GCF_005037775.1	ASM503777v2
Salmonella enterica	GCF_020715225.1	ASM2071522v1
Escherichia coli	GCF_030707895.1	ASM3070789v1
Staphylococcus aureus	GCF_012974825.1	ASM1297482v1
Escherichia coli	GCF_003052665.1	ASM305266v1
Escherichia coli	GCF_036503635.1	ASM3650363v1
Escherichia coli	GCF_024585625.1	ASM2458562v1
Pseudomonas aeruginosa	GCF_029961645.1	ASM2996164v1
Staphylococcus aureus	GCF_013305905.1	ASM1330590v1
Listeria monocytogenes	GCF_008807975.1	ASM880797v1
Escherichia coli	GCF_000284495.1	ASM28449v1
Escherichia coli	GCF_029854375.1	ASM2985437v1
Salmonella enterica	GCF_032465755.1	ASM3246575v1
Escherichia coli	GCF_039654195.1	ASM3965419v1
Enterococcus faecalis	GCF_028743535.1	ASM2874353v1
Salmonella enterica	GCF_009729915.1	ASM972991v1
Enterococcus faecalis	GCF_040554215.1	ASM4055421v1
Escherichia coli	GCF_001020945.2	ASM102094v2
Listeria monocytogenes	GCF_002213985.1	ASM221398v1
Salmonella enterica	GCF_004798765.1	ASM479876v1
Salmonella enterica	GCF_008807355.1	ASM880735v1
Escherichia coli	GCF_038396335.1	ASM3839633v1
Pseudomonas aeruginosa	GCF_003204335.1	ASM320433v1
Staphylococcus aureus	GCF_008244745.1	ASM824474v1
Escherichia coli	GCF_028743355.1	ASM2874335v1
Salmonella enterica	GCF_031182125.1	ASM3118212v1
Escherichia coli	GCF_904864635.1	MSB2_1A
Salmonella enterica	GCF_003717095.1	ASM371709v1
Staphylococcus aureus	GCF_022493095.1	ASM2249309v1
Escherichia coli	GCF_900096795.1	Ecoli_AG100_Sample3_Doxycycline_Assembly
Salmonella enterica	GCF_001975385.1	ASM197538v1
Staphylococcus aureus	GCF_040365385.1	ASM4036538v1
Escherichia coli	GCF_036499785.1	ASM3649978v1
Salmonella enterica	GCF_004194625.2	ASM419462v2
Listeria monocytogenes	GCF_000513595.1	ASM51359v1
Escherichia coli	GCF_025808215.1	ASM2580821v1
Escherichia coli	GCF_014522225.1	ASM1452222v1
Enterococcus faecalis	GCF_040436435.1	ASM4043643v1
Pseudomonas aeruginosa	GCF_036232305.1	ASM3623230v1
Salmonella enterica	GCF_001975365.1	ASM197536v1
Escherichia coli	GCF_016944775.1	ASM1694477v1
Staphylococcus aureus	GCF_016889145.1	ASM1688914v1
Escherichia coli	GCF_002899515.1	ASM289951v1
Escherichia coli	GCF_027944715.1	ASM2794471v1
Escherichia coli	GCF_030988825.1	ASM3098882v1
Escherichia coli	GCF_033971045.1	ASM3397104v1
Escherichia coli	GCF_030625705.1	ASM3062570v1
Salmonella enterica	GCF_005221485.1	ASM522148v1
Enterococcus faecalis	GCF_906464835.1	TM6294
Pseudomonas aeruginosa	GCF_022570455.1	ASM2257045v1
Escherichia coli	GCF_030996545.1	ASM3099654v1
Escherichia coli	GCF_009867035.2	ASM986703v3
Salmonella enterica	GCF_004324045.2	ASM432404v2
Staphylococcus aureus	GCF_030408955.1	ASM3040895v1
Escherichia coli	GCF_018972265.1	ASM1897226v1
Pseudomonas aeruginosa	GCF_011106815.1	ASM1110681v1
Salmonella enterica	GCF_018326605.1	ASM1832660v1
Bacillus subtilis	GCF_037740765.1	ASM3774076v1
Escherichia coli	GCF_022349925.1	ASM2234992v1
Escherichia coli	GCF_016904235.1	ASM1690423v1
Escherichia coli	GCF_013371685.1	ASM1337168v1
Salmonella enterica	GCF_000430165.1	ASM43016v1
Staphylococcus aureus	GCF_003354945.1	ASM335494v1
Escherichia coli	GCF_036287725.1	ASM3628772v1
Escherichia coli	GCF_033802485.1	ASM3380248v1
Escherichia coli	GCF_008931135.1	ASM893113v1
Enterococcus faecalis	GCF_036793375.1	ASM3679337v1
Staphylococcus aureus	GCF_000967385.1	ASM96738v1
Escherichia coli	GCF_012934635.1	ASM1293463v1
Bacillus subtilis	GCF_022570515.1	ASM2257051v1
Pseudomonas aeruginosa	GCF_002812885.1	ASM281288v1
Pseudomonas aeruginosa	GCF_020978345.1	ASM2097834v1
Enterococcus faecalis	GCF_033815475.1	ASM3381547v1
Bacillus subtilis	GCF_000737405.1	ASM73740v1
Salmonella enterica	GCF_002761095.1	ASM276109v1
Escherichia coli	GCF_900635215.1	39859_D02
Escherichia coli	GCF_000974865.1	ASM97486v1
Escherichia coli	GCF_038248495.1	ASM3824849v1
Escherichia coli	GCF_037094545.1	ASM3709454v1
Escherichia coli	GCF_040551325.1	ASM4055132v1
Escherichia coli	GCF_020883355.1	ASM2088335v1
Salmonella enterica	GCF_020715465.1	ASM2071546v1
Pseudomonas aeruginosa	GCF_022810965.1	ASM2281096v1
Escherichia coli	GCF_023612415.1	ASM2361241v1
Escherichia coli	GCF_017603565.1	ASM1760356v1
Escherichia coli	GCF_001577325.1	ASM157732v1
Enterococcus faecalis	GCF_906464925.1	BX5936
Bacillus subtilis	GCF_024507895.1	ASM2450789v1
Escherichia coli	GCF_001901145.1	ASM190114v1
Escherichia coli	GCF_905330245.2	AI2853v1_cpp
Escherichia coli	GCF_022759825.1	ASM2275982v1
Escherichia coli	GCF_024585385.1	ASM2458538v1
Enterococcus faecalis	GCF_028621755.1	ASM2862175v1
Staphylococcus aureus	GCF_003031485.1	ASM303148v1
Escherichia coli	GCF_904711265.1	2014-01-7375
Escherichia coli	GCF_040536875.1	ASM4053687v1
Escherichia coli	GCF_963575485.1	F344
Pseudomonas aeruginosa	GCF_002812845.1	ASM281284v1
Escherichia coli	GCF_034423875.1	ASM3442387v1
Escherichia coli	GCF_024330145.2	ASM2433014v2
Salmonella enterica	GCF_001447095.1	ASM144709v1
Escherichia coli	GCF_016889905.1	ASM1688990v1
Escherichia coli	GCF_002012065.1	ASM201206v1
Pseudomonas aeruginosa	GCF_037914935.1	ASM3791493v1
Escherichia coli	GCF_001650295.1	ASM165029v1
Escherichia coli	GCF_008124325.1	ASM812432v1
Salmonella enterica	GCF_014334175.1	ASM1433417v1
Escherichia coli	GCF_025583585.2	ASM2558358v2
Listeria monocytogenes	GCF_014304695.1	ASM1430469v1
Escherichia coli	GCF_037566655.1	ASM3756665v1
Bacillus subtilis	GCF_023520855.1	ASM2352085v1
Pseudomonas aeruginosa	GCF_001077475.1	ASM107747v1
Escherichia coli	GCF_039583315.1	ASM3958331v1
Escherichia coli	GCF_030501455.2	ASM3050145v2
Escherichia coli	GCF_030389315.1	ASM3038931v1
Escherichia coli	GCF_964046665.1	30345_1_186
Escherichia coli	GCF_009951245.1	ASM995124v1
Escherichia coli	GCF_024585685.1	ASM2458568v1
Escherichia coli	GCF_036502505.1	ASM3650250v1
Salmonella enterica	GCF_003595725.1	ASM359572v1
Listeria monocytogenes	GCF_002208215.1	ASM220821v1
Escherichia coli	GCF_001420955.1	ASM142095v1
Pseudomonas aeruginosa	GCF_030908425.1	ASM3090842v1
Salmonella enterica	GCF_001479685.2	ASM147968v2
Escherichia coli	GCF_002009315.1	ASM200931v1
Salmonella enterica	GCF_000636135.1	ASM63613v1
Salmonella enterica	GCF_003718595.1	ASM371859v1
Listeria monocytogenes	GCF_000307025.1	ASM30702v1
Listeria monocytogenes	GCF_003390475.1	ASM339047v1
Escherichia coli	GCF_014075335.1	ASM1407533v1
Pseudomonas aeruginosa	GCF_023272755.1	ASM2327275v1
Escherichia coli	GCF_022559025.1	ASM2255902v1
Escherichia coli	GCF_024331445.2	ASM2433144v2
Escherichia coli	GCF_017165435.1	ASM1716543v1
Listeria monocytogenes	GCF_030252595.2	ASM3025259v2
Escherichia coli	GCF_003018655.1	ASM301865v1
Staphylococcus aureus	GCF_017088385.1	ASM1708838v1
Escherichia coli	GCF_014169015.1	ASM1416901v1
Escherichia coli	GCF_013389615.1	ASM1338961v1
Pseudomonas aeruginosa	GCF_021513295.1	ASM2151329v1
Escherichia coli	GCF_016903335.1	ASM1690333v1
Escherichia coli	GCF_021184125.1	ASM2118412v1
Salmonella enterica	GCF_014334155.1	ASM1433415v1
Escherichia coli	GCF_020683245.1	ASM2068324v1
Salmonella enterica	GCF_034493545.1	ASM3449354v1
Pseudomonas aeruginosa	GCF_001606045.1	ASM160604v1
Escherichia coli	GCF_904842665.1	2016-17-550
Salmonella enterica	GCF_024266405.1	ASM2426640v1
Escherichia coli	GCF_003018755.1	ASM301875v1
Escherichia coli	GCF_001566675.1	ASM156667v1
Escherichia coli	GCF_002853655.1	ASM285365v1
Salmonella enterica	GCF_024266185.1	ASM2426618v1
Listeria monocytogenes	GCF_018604225.1	ASM1860422v1
Staphylococcus aureus	GCF_001641045.1	ASM164104v1
Escherichia coli	GCF_031432855.1	ASM3143285v1
Enterococcus faecalis	GCF_036281655.1	ASM3628165v1
Escherichia coli	GCF_024917355.1	ASM2491735v1
Escherichia coli	GCF_013374255.1	ASM1337425v1
Escherichia coli	GCF_002741255.1	ASM274125v1
Salmonella enterica	GCF_003717915.1	ASM371791v1
Bacillus subtilis	GCF_002269175.1	ASM226917v1
Escherichia coli	GCF_000987875.1	ASM98787v1
Escherichia coli	GCF_030013085.1	ASM3001308v1
Salmonella enterica	GCF_023330745.1	ASM2333074v1
Pseudomonas aeruginosa	GCF_022870025.1	ASM2287002v1
Escherichia coli	GCF_001617565.1	ASM161756v1
Enterococcus faecalis	GCF_023299505.1	ASM2329950v1
Escherichia coli	GCF_030389775.1	ASM3038977v1
Escherichia coli	GCF_036785845.1	ASM3678584v1
Staphylococcus aureus	GCF_037120235.2	BSN118_Closure
Pseudomonas aeruginosa	GCF_030253475.1	ASM3025347v1
Enterococcus faecalis	GCF_023299705.1	ASM2329970v1
Escherichia coli	GCF_009951745.1	ASM995174v1
Salmonella enterica	GCF_031036275.1	ASM3103627v1
Escherichia coli	GCF_029854555.1	ASM2985455v1
Escherichia coli	GCF_014904185.2	ASM1490418v2
Enterococcus faecalis	GCF_030020495.1	ASM3002049v1
Escherichia coli	GCF_025809255.1	ASM2580925v1
Bacillus subtilis	GCF_000973605.1	ASM97360v1
Salmonella enterica	GCF_026801915.1	ASM2680191v1
Salmonella enterica	GCF_009648755.1	ASM964875v1
Salmonella enterica	GCF_009184685.1	ASM918468v1
Pseudomonas aeruginosa	GCF_036232455.1	ASM3623245v1
Escherichia coli	GCF_003073875.1	ASM307387v1
Staphylococcus aureus	GCF_033798785.1	ASM3379878v1
Enterococcus faecalis	GCF_030264755.1	ASM3026475v1
Staphylococcus aureus	GCF_003354805.1	ASM335480v1
Staphylococcus aureus	GCF_002000765.1	ASM200076v1
Escherichia coli	GCF_019969605.1	ASM1996960v1
Bacillus subtilis	GCF_905319155.2	NRS6183B
Escherichia coli	GCF_023516095.1	ASM2351609v1
Escherichia coli	GCF_001900815.1	ASM190081v1
Escherichia coli	GCF_037094505.1	ASM3709450v1
Pseudomonas aeruginosa	GCF_002442855.1	ASM244285v1
Escherichia coli	GCF_016776105.1	ASM1677610v1
Listeria monocytogenes	GCF_016775765.1	ASM1677576v1
Salmonella enterica	GCF_940599845.1	BRD948_8
Escherichia coli	GCF_036504195.1	ASM3650419v1
Escherichia coli	GCF_900092615.1	PRJEB14041
Escherichia coli	GCF_030734165.1	ASM3073416v1
Staphylococcus aureus	GCF_038096265.1	BSN154
Staphylococcus aureus	GCF_023571465.1	ASM2357146v1
Escherichia coli	GCF_034642955.1	ASM3464295v1
Staphylococcus aureus	GCF_008619235.1	ASM861923v1
Escherichia coli	GCF_024226085.1	ASM2422608v1
Salmonella enterica	GCF_022559825.1	ASM2255982v1
Salmonella enterica	GCF_030122615.1	ASM3012261v1
Pseudomonas aeruginosa	GCF_022810985.1	ASM2281098v1
Staphylococcus aureus	GCF_038427395.1	ASM3842739v1
Escherichia coli	GCF_000597845.1	ASM59784v1
Salmonella enterica	GCF_014858545.1	ASM1485854v1
Escherichia coli	GCF_001559635.1	ASM155963v1
Staphylococcus aureus	GCF_022494545.1	ASM2249454v1
Escherichia coli	GCF_014170735.1	ASM1417073v1
Pseudomonas aeruginosa	GCF_008033745.1	ASM803374v1
Listeria monocytogenes	GCF_022220785.1	ASM2222078v1
Escherichia coli	GCF_000830035.1	ASM83003v1
Escherichia coli	GCF_022493435.1	ASM2249343v1
Salmonella enterica	GCF_002208965.1	ASM220896v2
Staphylococcus aureus	GCF_009912935.1	ASM991293v1
Escherichia coli	GCF_003018115.1	ASM301811v1
Staphylococcus aureus	GCF_003184985.1	ASM318498v1
Salmonella enterica	GCF_030168445.1	ASM3016844v1
Bacillus subtilis	GCF_015602625.1	ASM1560262v1
Pseudomonas aeruginosa	GCF_013376775.1	ASM1337677v1
Escherichia coli	GCF_001900315.1	ASM190031v1
Escherichia coli	GCF_001901185.1	ASM190118v1
Escherichia coli	GCF_000520035.1	ASM52003v1
Enterococcus faecalis	GCF_022212945.1	ASM2221294v1
Bacillus subtilis	GCF_004119555.1	ASM411955v1
Listeria monocytogenes	GCF_002213605.1	ASM221360v1
Bacillus subtilis	GCF_000971925.1	ASM97192v1
Staphylococcus aureus	GCF_004421085.1	ASM442108v1
Escherichia coli	GCF_004010655.1	ASM401065v1
Escherichia coli	GCF_031665995.1	ASM3166599v1
Salmonella enterica	GCF_003986635.1	ASM398663v1
Staphylococcus aureus	GCF_030408975.1	ASM3040897v1
Listeria monocytogenes	GCF_002043045.1	ASM204304v1
Salmonella enterica	GCF_005166225.1	ASM516622v1
Pseudomonas aeruginosa	GCF_001516005.1	ASM151600v1
Salmonella enterica	GCF_000624175.1	ASM62417v2
Escherichia coli	GCF_012934595.1	ASM1293459v1
Escherichia coli	GCF_032375105.1	ASM3237510v1
Salmonella enterica	GCF_000341425.1	ASM34142v1
Salmonella enterica	GCF_000963535.2	ASM96353v2
Staphylococcus aureus	GCF_037993065.1	23MR1425
Salmonella enterica	GCF_900205255.1	1554
Escherichia coli	GCF_026210515.1	ASM2621051v1
Escherichia coli	GCF_014075475.1	ASM1407547v1
Escherichia coli	GCF_002741175.1	ASM274117v1
Pseudomonas aeruginosa	GCF_024734815.1	ASM2473481v1
Escherichia coli	GCF_019428625.1	ASM1942862v1
Listeria monocytogenes	GCF_003031955.1	ASM303195v1
Staphylococcus aureus	GCF_021491895.1	ASM2149189v1
Escherichia coli	GCF_024917535.1	ASM2491753v1
Listeria monocytogenes	GCF_009664735.1	ASM966473v1
Listeria monocytogenes	GCF_018966765.1	ASM1896676v1
Staphylococcus aureus	GCF_034029575.1	ASM3402957v1
Escherichia coli	GCF_001721225.1	ASM172122v1
Salmonella enterica	GCF_024266385.1	ASM2426638v1
Salmonella enterica	GCF_031039375.1	ASM3103937v1
Escherichia coli	GCF_963575365.1	F1022
Salmonella enterica	GCF_037797495.1	ASM3779749v1
Salmonella enterica	GCF_031035935.1	ASM3103593v1
Escherichia coli	GCF_022558885.1	ASM2255888v1
